param_feature1,param_feature2,metric_obj1,metric_obj2,metric_obj3,metric_obj4,metric_obj5
37.454011884736246,95.07143064099162,36.59969709057025,44.89938631477774,15.601864044243651,9.359671220172158,4.646688973455957
86.61761457749351,60.11150117432088,35.40362888980228,1.5438370721851835,96.99098521619943,49.94655844802531,16.987128854262092
18.182496720710063,18.34045098534338,15.212112147976885,39.35673237241784,43.194501864211574,17.473748411882514,48.94823157779036
13.949386065204184,29.214464853521815,18.318092164684586,34.205248816277695,78.51759613930136,11.980426929501585,41.13875507308893
59.24145688620425,4.645041271999773,30.37724259507192,12.789309276546865,6.505159298527952,56.93313223519999,77.25056264596475
80.83973481164611,30.46137691733707,4.883605700319194,51.31747698841177,44.01524937396013,7.3222940906867295,39.614152808901615
3.4388521115218396,90.9320402078782,12.938999080000846,49.689171326548646,31.171107608941096,31.20408127066865,43.73682234746237
18.485445552552704,96.95846277645586,38.75664116805573,70.46242061731418,89.48273504276489,35.87399872866511,73.74993880184934
8.84925020519195,19.59828624191452,2.2613644455269033,24.399774807244825,38.8677289689482,16.280941906433753,66.29900073215435
35.67533266935893,28.093450968738075,27.134804157912424,10.569316873107198,80.21969807540397,4.47303862078625,78.95095492804138
77.22447692966574,19.87156815341724,0.27610585618011996,61.15960713411256,70.68573438476172,43.74043008245924,61.70162773487566
7.4044651734090365,35.84657285442726,5.793452976256486,64.73275694066952,62.329812682755794,19.85388149115895,5.084668022881891
31.09823217156622,32.518332202674706,36.480308916903205,47.81681035164098,88.72127425763266,28.33289550971696,9.567539675064136
71.3244787222995,76.07850486168974,28.063859878474812,57.822538496592074,49.379559636439076,31.363969762919645,34.20328146868397
2.541912674409519,10.789142699330444,1.5714592843367126,47.73078084478353,31.435598107632668,30.514241469882165,72.60531791408744
24.929222914887493,41.038292303562976,37.77755692715243,17.159862411871686,7.697990982879299,17.385087174826083,12.897702980320354
92.96976523425731,80.8120379564417,31.67018782552117,65.35954426407883,80.36720768991145,11.19420353316215,71.40471987919823
53.93422419156507,80.74401551640625,44.80456499617466,23.85026062288979,11.005192452767677,13.676109752516501,34.1686230901005
81.80147659224932,86.07305832563435,0.34760652655953517,38.30604769331743,41.7411003148779,13.326468628243815,9.589229386694624
33.7615171403628,94.29097039125192,16.160146601037763,38.90929663075246,70.30189588951778,21.817776142757637,77.74256661767686
96.24472949421113,25.178229582536417,24.86242529461927,22.565873236257726,28.484049437746762,2.2132168412719677,48.76514671839175
50.26790232288615,5.147875124998935,13.932323211830571,68.11994144749903,23.95618906669724,8.693692325473386,39.15622082220504
98.56504541106007,24.20552715115004,33.606777370293926,57.12147114965382,23.763754399239968,43.692980916711576,29.422650617540256
63.23058305935795,63.35297107608947,26.788734203737924,6.771732754080623,83.5302495589238,19.24680389830415,14.921480831988339
4.077514155476392,59.08929431882418,33.87821809211412,1.2440871695892115,51.2093058299281,13.589746511876278,51.61382323275599
17.436642900499145,69.09377381024659,19.33676731502687,70.25474915525508,13.752094414599325,20.46398106301551,9.077881699247126
92.46936182785628,87.7339353380981,12.89708138575778,49.49880345256343,81.72222002012158,33.31204869596774,42.37204626848052
24.18522909004517,9.310276780589922,44.860787897666334,67.53135428724978,63.31014572732679,20.341787462922042,27.93676596901287
72.59556788702393,89.71102599525771,44.354321213255865,58.49066593932179,64.20316461542878,5.04839789970293,12.930297127569101
89.85541885270793,60.642905965958995,0.4598525808314824,7.610365714952408,66.35017691080559,0.3036950307731212,12.864644113399892
